Album_0,465333,7.79605698361348
Album_1,299602,7.034082838594578
Album_2,32771,7.977226245720831
Album_3,1038863,9.02763582768963
Album_4,3033313,6.919015950331997
Album_5,54778,6.919035651660984
Album_6,16928226,9.095055378608869
Album_7,3388881,8.12092167498349
Album_8,140063,6.6366307368780575
Album_9,841109,7.851072052303158
Album_10,14925668,6.6438987686250455
Album_11,2643614,6.6411242957156915
Album_12,948602,7.490354725879241
Album_13,159000,4.904063706410643
Album_14,333790,5.130098600984361
Album_15,206715,6.525254964910833
Album_16,6521,5.9846026555986915
Album_17,57823407,7.5770967991143285
Album_18,637835,6.110371109374547
Album_19,765980,5.505235558397651
Album_20,1729899,8.958778522705865
Album_21,161829,6.929068439416158
Album_22,578774,7.281033845625509
Album_23,13993,5.490302176543852
Album_24,55259087,6.546740730569781
Album_25,72950,7.3331071076518395
Album_26,51301,5.818807707093237
Album_27,418696,7.650837622014807
Album_28,7390960,6.479233572097434
Album_29,696624,6.849967500248068
Album_30,47415,6.477952065324724
Album_31,30100237,9.422733821410725
Album_32,3450062,7.183803330314479
Album_33,1254494,5.93074688525292
Album_34,5526114,8.187053894523826
Album_35,46558382,5.734987620034774
Album_36,72240251,7.450636314005707
Album_37,62992,4.84839585134427
Album_38,9349733,5.6061767413218835
Album_39,1952171,7.436233483042948
Album_40,3406757,8.086159895994493
Album_41,30281,7.405641937427965
Album_42,534902,7.061222061134112
Album_43,132414,6.838675565292854
Album_44,1739319,5.425773611559087
Album_45,4458194,6.33618694992635
Album_46,9649,6.647233474848255
Album_47,1454544,8.468546671462699
Album_48,9340720,7.612341947482154
Album_49,192686,5.084351813564719
Album_50,4208335,7.588900763273754
Album_51,1291456,6.7379012635004205
Album_52,1063597,6.38769359963285
Album_53,676289,7.9340115466090415
Album_54,131326,8.437199426995141
Album_55,149598,8.317536142939439
Album_56,2013076,6.1929389721328345
Album_57,696197,6.828945148978542
Album_58,745442,7.597516117684277
Album_59,620044,8.37065415254683
Album_60,328442,6.624990914585652
Album_61,5852785,6.97720922800342
Album_62,212290,5.872398031192766
Album_63,26907,5.764552051103196
Album_64,5808419,8.175030986873038
Album_65,1207413,8.827488034284988
Album_66,822073,7.113587854103599
Album_67,36662916,8.40423947747043
Album_68,961125,7.633963230057161
Album_69,976075,6.425856294473851
Album_70,94749,7.633674726610097
Album_71,1307311,9.045643879759163
Album_72,2669913,7.157008753068058
Album_73,91861,9.077572386976808
Album_74,250156,4.056305875092307
Album_75,1614803,8.186283005250269
Album_76,922463,7.304456481885806
Album_77,5362352,6.841191179440959
Album_78,1662666,7.310112931842603
Album_79,4702488,4.8149173024789285
Album_80,96859,6.9363937345949855
Album_81,1310758,7.628535085814096
Album_82,2316736,8.97347285368982
Album_83,69600,6.5780757380716235
Album_84,3360142,6.229807676528175
Album_85,62351132,6.5978915476985565
Album_86,1349478,8.298482541242489
Album_87,2696035,7.594501331591622
Album_88,694662,6.564287755479554
Album_89,263232,7.815920919736027
Album_90,22397,7.316493059217649
Album_91,351385,8.362373988639467
Album_92,32690,6.357536287347178
Album_93,20007282,6.806805424082678
Album_94,506113,6.7294702162414115
Album_95,167720,5.443782062241458
Album_96,5700017,7.555344332477492
Album_97,100020,7.5132663266158675
Album_98,174440,7.206136147970954
